species	exemplar	exemplar_isolate	exemplar_genbank_accession	exemplar_refseq_accession	exemplar_seq_complete	isolate_csv	isolate_genbank_accession_csv	isolate_seq_complete_csv	alternative_name_csv	abbrev_csv	isolate_abbrev	sort	taxnode_id	host	molecule
Rhinovirus C	A	NULL	NULL	NULL	NULL	W10 (USA/2007)	GU219984	Complete genome	rhinovirus C15	RV-C15	NULL	15	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	ID639T/TAN/2008	KR997882	Partial genome	rhinovirus C16	RV-C16	NULL	16	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_5145/07	HM236936	Partial genome	rhinovirus C17	RV-C17	NULL	17	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_3631/07	HM236918	Partial genome	rhinovirus C18	RV-C18	NULL	18	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	CL-Fnp5	EU840728	Partial genome	rhinovirus C19	RV-C19	NULL	19	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_3995/07	HM236923	Partial genome	rhinovirus C20	RV-C20	NULL	20	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_5071/07	HM236903	Partial genome	rhinovirus C21	RV-C21	NULL	21	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	3430-MY-10	KJ675507	Complete genome	rhinovirus C22	RV-C22	NULL	22	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	8713-MY-10	KJ675506	Complete genome	rhinovirus C23	RV-C23	NULL	23	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_7147/07	HM236939	Partial genome	rhinovirus C24	RV-C24	NULL	24	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_2832/06	HM236952	Partial genome	rhinovirus C25	RV-C25	NULL	25	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_2514/06	HM236904	Partial genome	rhinovirus C26	RV-C26	NULL	26	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_2784/06	HM236906	Partial genome	rhinovirus C27	RV-C27	NULL	27	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_3105/06	HM236954	Partial genome	rhinovirus C28	RV-C28	NULL	28	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_5345/07	HM236949	Partial genome	rhinovirus C29	RV-C29	NULL	29	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_3898/07	HM236968	Partial genome	rhinovirus C30	RV-C30	NULL	30	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_4923/07	HM236964	Partial genome	rhinovirus C31	RV-C31	NULL	31	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_6131/07	HM236897	Partial genome	rhinovirus C32	RV-C32	NULL	32	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_4917/07	HM236934	Partial genome	rhinovirus C33	RV-C33	NULL	33	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Mex14/Mexico/2014	KM486097	Complete coding genome	rhinovirus C34	RV-C34	NULL	34	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	LRTI-metagenomic-1	JF436925	Complete genome	rhinovirus C35	RV-C35	NULL	35	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_2480/07	JF416311	Partial genome	rhinovirus C36	RV-C36	NULL	36	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_6135/08	JF416321	Partial genome	rhinovirus C37	RV-C37	NULL	37	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_6142/08	JF416322	Partial genome	rhinovirus C38	RV-C38	NULL	38	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	WA823M02	JN205461	Complete genome	rhinovirus C39	RV-C39	NULL	39	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	p1221_sR1448_2009	JN815251	Complete genome	rhinovirus C40	RV-C40	NULL	40	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	2536/USA/2000	KF958311	Complete genome	rhinovirus C41	RV-C41	NULL	41	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	1570-MY-10	KJ675505	Complete genome	rhinovirus C42	RV-C42	NULL	42	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	p1281_s6410_1999	JN815249	Complete genome	rhinovirus C43	RV-C43	NULL	43	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_15588/09	JF416310	Partial genome	rhinovirus C44	RV-C44	NULL	44	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	cpz1-2013/UGA	KY624849	Complete genome	rhinovirus C45	RV-C45	NULL	45	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	Resp_5153/07	JF416318	Partial genome	rhinovirus C46	RV-C46	NULL	46	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	PNG7254-3947	JF519760	Partial genome	rhinovirus C47	RV-C47	NULL	47	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	PNG7293-3193	JF519762	Partial genome	rhinovirus C48	RV-C48	NULL	48	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	p1277_s6237_2000	JN798566	Complete genome	rhinovirus C49	RV-C49	NULL	49	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	SG1/AUS/2008	KF688606	Complete genome	rhinovirus C50	RV-C50	NULL	50	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	LZ508/China/2007	JF317015	Complete genome	rhinovirus C51	RV-C51	NULL	51	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	D3490/SPA/2009	KP282614	Complete genome	rhinovirus C54	RV-C54	NULL	52	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	ID529T/TAN/2008	KR997885	Partial genome	rhinovirus C55	RV-C55	NULL	53	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	JPN/Kumamoto1/2009	LC004772	Partial genome	rhinovirus C56	RV-C56	NULL	54	202101995	vertebrates	ssRNA(+)
Rhinovirus C	A	NULL	NULL	NULL	NULL	7383-MY-10	KP890662	Complete genome	rhinovirus C57	RV-C57	NULL	55	202101995	vertebrates	ssRNA(+)
Felipivirus A	A	NULL	NULL	NULL	NULL	127F	JN572116	Complete genome	felipivirus A2	FelV-A2	NULL	2	202107254	vertebrates	ssRNA(+)
Parabovirus A	A	NULL	NULL	NULL	NULL	Longquan-R132	MF352414	Complete genome	parabovirus A2	ParV-A2	NULL	2	202107410	vertebrates	ssRNA(+)
Parabovirus A	A	NULL	NULL	NULL	NULL	RtNn-PicoV/HuB2015-3	KY432935	Complete genome	parabovirus A3	ParV-A3	NULL	3	202107410	vertebrates	ssRNA(+)
Parabovirus A	A	NULL	NULL	NULL	NULL	RtMruf-PicoV/JL2014-3	KY432932	Complete genome	parabovirus A4	ParV-A4	NULL	4	202107410	vertebrates	ssRNA(+)
Rabovirus A	A	NULL	NULL	NULL	NULL	Wencheng-Rn449	MF352425	Complete genome	rabovirus A2	RaBoV-A2	NULL	2	202102049	vertebrates	ssRNA(+)
Rabovirus A	A	NULL	NULL	NULL	NULL	RPV/NYC-B10	KJ950883	Complete genome	rabovirus A3	RaBoV-A3	NULL	3	202102049	vertebrates	ssRNA(+)
Rabovirus A	A	NULL	NULL	NULL	NULL	Wencheng-Rt38-1	MF352417	Complete genome	rabovirus A4	RaBoV-A4	NULL	4	202102049	vertebrates	ssRNA(+)
Rabovirus A	A	NULL	NULL	NULL	NULL	Ruian-Rn93-2	MF352408	Complete genome	rabovirus A5	RaBoV-A5	NULL	5	202102049	vertebrates	ssRNA(+)
Sapelovirus B	A	NULL	NULL	NULL	NULL	VRDL	EU789367	Complete genome	simian sapelovirus 2	SSV-2	NULL	2	202102059	vertebrates	ssRNA(+)
Sapelovirus B	A	NULL	NULL	NULL	NULL	WUHARV sapelovirus 1 (rhesus monkey/USA/2010)	JX627573	Complete genome	simian sapelovirus 3	SSV-3	NULL	3	202102059	vertebrates	ssRNA(+)
Hepatovirus D	A	NULL	NULL	NULL	NULL	KS111230Crimig2011	KT452644	Complete genome	hepatovirus D2	HepV-D2	NULL	2	202102006	vertebrates	ssRNA(+)
Hepatovirus F	A	NULL	NULL	NULL	NULL	2ID	KT229611	Complete genome	hepatovirus F2; woodchuck hepatovirus	HepV-F2	NULL	2	202102008	vertebrates	ssRNA(+)
Hepatovirus G	A	NULL	NULL	NULL	NULL	FO1AF48Rhilan2010	KT452729	Complete genome	hepatovirus G2	HepV-G2	NULL	2	202102009	vertebrates	ssRNA(+)
Hepatovirus H	A	NULL	NULL	NULL	NULL	M32Eidhel2010	KT452714	Complete genome	hepatovirus H2	HepV-H2	NULL	2	202102010	vertebrates	ssRNA(+)
Hepatovirus H	A	NULL	NULL	NULL	NULL	TN1	KT877158	Complete genome	hepatovirus H3; tupaia hepatovirus	HepV-H3	NULL	3	202102010	vertebrates	ssRNA(+)
Rohelivirus A	A	NULL	NULL	NULL	NULL	rodent/CK/PicoV/Tibet2014	KX156155	Complete genome	rohelivirus A2	RhelV-A2	NULL	2	202107446	vertebrates	ssRNA(+)
Tremovirus B	A	NULL	NULL	NULL	NULL	WHWGGF75534	MG600110	Complete genome	tremovirus B2; Chinese broad-headed pond turtle picornavirus 2	TrV-B2	NULL	2	202107458	vertebrates	ssRNA(+)
Gallivirus A	A	NULL	NULL	NULL	NULL	518C	KF979337	Complete genome	gallivirus A2	GV-A2	NULL	2	202101999	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	dog-AN211D-USA-2009	JN387133	Complete genome	aichivirus A2; canine kobuvirus	AiV-A2	NULL	2	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	USA/2010/M-5	JF755427	Complete genome	aichivirus A3; murine kobuvirus	AiV-A3	NULL	3	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	FK-13	KF831027	Complete genome	aichivirus A4; feline kobuvirus	AiV-A4	NULL	4	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	SZAL6-KoV/2011/HUN	KJ934637	Complete genome	aichivirus A5; roller kobuvirus	AiV-A5	NULL	5	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	20724x33	MF947444	Complete genome	aichivirus A6; rat kobuvirus	AiV-A6	NULL	6	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	RtMruf-PicoV/JL2014-2	KY432931	Complete genome	aichivirus A7	AiV-A7	NULL	7	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	MKV1/NYC/2014	MF175074	Complete genome	aichivirus A8; murine kobuvirus	AiV-A8	NULL	8	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	Wencheng-Rt386-2	MF352432	Complete genome	aichivirus A9; rat kobuvirus	AiV-A9	NULL	9	202102015	vertebrates	ssRNA(+)
Aichivirus A	A	NULL	NULL	NULL	NULL	16715x14	MF947429	Partial genome	aichivirus A10; rat kobuvirus	AiV-A10	NULL	10	202102015	vertebrates	ssRNA(+)
Aichivirus B	A	NULL	NULL	NULL	NULL	MpKoV38/Netherlands/2010	KF006985	Complete genome	aichivirus B2; ferret kobuvirus	AiV-B2	NULL	2	202102016	vertebrates	ssRNA(+)
Aichivirus B	A	NULL	NULL	NULL	NULL	sheep/TB3/HUN/2009	GU245693	Complete genome	aichivirus B3; ovine kobuvirus	AiV-B3	NULL	3	202102016	vertebrates	ssRNA(+)
Aichivirus C	A	NULL	NULL	NULL	NULL	12Q108/South Korea/2012	KF793927	Complete genome	aichivirus C2; caprine kobuvirus	AiV-C2	NULL	2	202102017	vertebrates	ssRNA(+)
Aichivirus D	A	NULL	NULL	NULL	NULL	cattle/Kagoshima-1-24-KoV/2015/JPN	LC055960	Complete genome	aichivirus D2; kagovirus 2	AiV-D2	NULL	2	202102018	vertebrates	ssRNA(+)
Aichivirus F	A	NULL	NULL	NULL	NULL	BtMf-PicoV-2/GD2012	KJ641691	Partial genome	aichivirus F2	AiV-F2	NULL	2	202102020	vertebrates	ssRNA(+)
Megrivirus A	A	NULL	NULL	NULL	NULL	W18	KY369299	Complete genome	megrivirus A3; goose megrivirus 1	MeV-A3	NULL	2	202102028	vertebrates	ssRNA(+)
Megrivirus A	A	NULL	NULL	NULL	NULL	HN56	KY369300	Complete genome	megrivirus B3CP-APOL; goose megrivirus 2; recombinant virus		NULL	3	202102028	vertebrates	ssRNA(+)
Megrivirus B	A	NULL	NULL	NULL	NULL	pigeon/GALII5-PiMev/2011/HUN	KC811837	Complete genome	megrivirus B2; pigeon mesivirus 2	MeV-B2	NULL	2	202105600	vertebrates	ssRNA(+)
Megrivirus C	A	NULL	NULL	NULL	NULL	27C	KF979336	Complete genome	megrivirus C2	MeV-C2	NULL	2	202105601	vertebrates	ssRNA(+)
Megrivirus C	A	NULL	NULL	NULL	NULL	RS/BR/2015/3R	MG846465	Complete genome	megrivirus C3	MeV-C3	NULL	3	202105601	vertebrates	ssRNA(+)
Megrivirus C	A	NULL	NULL	NULL	NULL	2993D	HM751199	Complete genome	megrivirus A1CP-CPOL; turkey hepatitis virus; recombinant virus		NULL	4	202105601	vertebrates	ssRNA(+)
Oscivirus A	A	NULL	NULL	NULL	NULL	10878	GU182410	Complete genome	oscivirus A2; turdivirus 3	OsV-A2	NULL	2	202102036	vertebrates	ssRNA(+)
Rosavirus A	A	NULL	NULL	NULL	NULL	hu/GA7403/Gambia/2008	KJ158169	Complete genome	rosavirus A2	RoV-A2	NULL	2	202102051	vertebrates	ssRNA(+)
Rosavirus B	A	NULL	NULL	NULL	NULL	NrRV/NYC-A15	KJ950906; KJ950911	Partial genome	rosavirus B2; Norway rat rosavirus	RoV-B2	NULL	2	202106477	vertebrates	ssRNA(+)
Rosavirus C	A	NULL	NULL	NULL	NULL	RATLC11A	KX783425	Complete genome	rosavirus C2	RoV-C2	NULL	2	202106478	vertebrates	ssRNA(+)
Rosavirus C	A	NULL	NULL	NULL	NULL	NCGX12IN	KX783432	Complete genome	rosavirus C3	RoV-C3	NULL	3	202106478	vertebrates	ssRNA(+)
Rosavirus C	A	NULL	NULL	NULL	NULL	rodent/RL/PicoV/FJ2015	KX156156	Complete genome	rosavirus C4	RoV-C4	NULL	4	202106478	vertebrates	ssRNA(+)
Salivirus A	A	NULL	NULL	NULL	NULL	hu/FHB/China/2011	KM023140	Complete genome	salivirus A2	SaV-A2	NULL	2	202102055	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/Pf-CHK1/HUN/2013	KT880665	Complete genome	sicinivirus A1	SiV-A1	NULL	2	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/JSY/China/2014	KP779642	Complete genome	sicinivirus A2	SiV-A2	NULL	3	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/RS/BR/2015/2	KY069113	Complete coding genome	sicinivirus A3	SiV-A3	NULL	4	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/100C/Hong Kong/2009	KF979332	Complete coding genome	sicinivirus A4	SiV-A4	NULL	5	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/RS/BR/2015/1	KY069112	Complete coding genome	sicinivirus A5	SiV-A5	NULL	6	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/RS/BR/2015/4R	MG846481	Complete coding genome	sicinivirus A6	SiV-A6	NULL	7	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/RS/BR/2015/7S	MG846484	Complete coding genome	sicinivirus A7	SiV-A7	NULL	8	202102063	vertebrates	ssRNA(+)
Sicinivirus A	A	NULL	NULL	NULL	NULL	ch/RS/BR/2015/3R	MG846482	Complete coding genome	sicinivirus A8	SiV-A8	NULL	9	202102063	vertebrates	ssRNA(+)
Aquamavirus A	A	NULL	NULL	NULL	NULL	CH-1	MH760796	Complete genome	aquamavirus A2; bear aquamavirus	AV-A2	NULL	2	202101963	vertebrates	ssRNA(+)
Avihepatovirus A	A	NULL	NULL	NULL	NULL	duck/90D/Taiwan	EF067924	Complete genome	duck hepatitis A virus 2	DHAV-2	NULL	2	202101965	vertebrates	ssRNA(+)
Avihepatovirus A	A	NULL	NULL	NULL	NULL	duck/AP-03337/KOR/2003-4	DQ256132	Complete genome	duck hepatitis A virus 3	DHAV-3	NULL	3	202101965	vertebrates	ssRNA(+)
Orivirus A	A	NULL	NULL	NULL	NULL	Pf-CHK1/OrV-A2	KT880667	Complete genome	chicken orivirus 2	OrV-A2	NULL	2	202105604	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	Williamson (Ohio/56)	AJ005695	Complete genome	human parechovirus 2	HPeV-2	NULL	2	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	A308/99	AB084913	Complete genome	human parechovirus 3	HPeV-3	NULL	3	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	K251176-02	DQ315670	Complete genome	human parechovirus 4	HPeV-4	NULL	4	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	CT86-6760 (Connecticut/86)	AF055846	Complete genome	human parechovirus 5	HPeV-5	NULL	5	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	NII561-2000 (Japan)	AB252582	Complete genome	human parechovirus 6	HPeV-6	NULL	6	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	PAK5045	EU556224	Complete genome	human parechovirus 7	HPeV-7	NULL	7	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BR/217/2006	EU716175	Complete genome	human parechovirus 8	HPeV-8	NULL	8	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN2004-10902	JX219575	Partial genome	human parechovirus 9	HPeV-9	NULL	9	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN2004-10903	JX219568	Partial genome	human parechovirus 10	HPeV-10	NULL	10	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN2004-10905	JX219574	Partial genome	human parechovirus 11	HPeV-11	NULL	11	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN2004-10904	JX219567	Partial genome	human parechovirus 12	HPeV-12	NULL	12	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN2005-10901	JX219579	Partial genome	human parechovirus 13	HPeV-13	NULL	13	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	451564/NL/2004	FJ373179	Partial genome	human parechovirus 14	HPeV-14	NULL	14	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN-11614	JX219573	Partial genome	human parechovirus 15	HPeV-15	NULL	15	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	BAN-11615	JX219580	Partial genome	human parechovirus 16	HPeV-16	NULL	16	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	M36/CI/2014	KT319121	Complete coding genome	human parechovirus 17	HPeV-17	NULL	17	202102038	vertebrates	ssRNA(+)
Parechovirus A	A	NULL	NULL	NULL	NULL	GhanaA29	KY931659	Partial genome	human parechovirus 18	HPeV-18	NULL	18	202102038	vertebrates	ssRNA(+)
Parechovirus B	A	NULL	NULL	NULL	NULL	145SL	AF020541	Complete genome	Ljunganvirus 2	LV-2	NULL	2	202102039	vertebrates	ssRNA(+)
Parechovirus B	A	NULL	NULL	NULL	NULL	M1146	AF538689	Complete genome	Ljunganvirus 3	LV-3	NULL	3	202102039	vertebrates	ssRNA(+)
Parechovirus B	A	NULL	NULL	NULL	NULL	64-7855	EU854568	Complete genome	Ljunganvirus 4	LV-4	NULL	4	202102039	vertebrates	ssRNA(+)
Parechovirus B	A	NULL	NULL	NULL	NULL	Fuz1/Japan/2014	LC133331	Complete genome	Ljunganvirus 5	LV-5	NULL	5	202102039	vertebrates	ssRNA(+)
Parechovirus B	A	NULL	NULL	NULL	NULL	RtMrut-PicoV/JL2014-2	KY432929	Complete genome	Ljunganvirus 6	LV-6	NULL	6	202102039	vertebrates	ssRNA(+)
Pasivirus A	A	NULL	NULL	NULL	NULL	PVL-CHN (pig/China/2010)	JX491648	Complete genome	pasivirus A2	PaV-A2	NULL	2	202102043	vertebrates	ssRNA(+)
Pasivirus A	A	NULL	NULL	NULL	NULL	swine/Zsana1/2013/HUN (pig/Hungary/2013)	KM259923	Complete genome	pasivirus A3	PaV-A3	NULL	3	202102043	vertebrates	ssRNA(+)
Pasivirus A	A	NULL	NULL	NULL	NULL	Ger/L01061-K07/15-03/2015	LT898422	Complete genome	pasivirus A4	PaV-A4	NULL	4	202102043	vertebrates	ssRNA(+)
Sugarcane streak virus	A	NULL	NULL	NULL	NULL	La Reunion/St Pierre/Pie/R5/Cenchrus/2006/B	EU244914	Complete genome	sugarcane streak virus	SSV/B	NULL	2	202103536	plants	ssDNA
Wheat dwarf virus	A	NULL	NULL	NULL	NULL	Iran/2008/B	FJ620684	Complete genome	wheat dwarf virus	WDV/B	NULL	2	202103542	plants	ssDNA
Wheat dwarf virus	A	NULL	NULL	NULL	NULL	Hungary/Kompolt10/1/2010/C	JQ647455	Complete genome	wheat dwarf virus	WDV/C	NULL	3	202103542	plants	ssDNA
Wheat dwarf virus	A	NULL	NULL	NULL	NULL	Iran/Bavanat/2010/D	JN791096	Complete genome	wheat dwarf virus	WDV/D	NULL	4	202103542	plants	ssDNA
Wheat dwarf virus	A	NULL	NULL	NULL	NULL	Hungary/B/2005/E	AM040732	Complete genome	wheat dwarf virus	WDV/E	NULL	5	202103542	plants	ssDNA
Turnip curly top virus	A	NULL	NULL	NULL	NULL	Iran/Lapouei/L16/2012/B	KC108896	Complete genome	turnip curly top virus	TCTV/B	NULL	2	202103546	plants	ssDNA
Turnip curly top virus	A	NULL	NULL	NULL	NULL	Iran/Zafarabad/Z2/1/2012/C	KC108905	Complete genome	turnip curly top virus	TCTV/C	NULL	3	202103546	plants	ssDNA
Turnip curly top virus	A	NULL	NULL	NULL	NULL	Iran/Homayejan/H9/2012/D	KC108902	Complete genome	turnip curly top virus	TCTV/D	NULL	4	202103546	plants	ssDNA
Alphachrysovirus cerasi	A	NULL	NULL	NULL	NULL	Italy	dsRNA1: AJ781397; dsRNA2: AJ781398; dsRNA3: AJ781399; dsRNA4: AJ781400	Complete genome	cherry chlorotic rusty spot associated chrysovirus	CCRSACV	NULL	2	202102891	plants (S)	dsRNA
Alphachrysovirus helminthosporii	A	NULL	NULL	NULL	NULL	SS01	dsRNA1: KY489954; dsRNA2: KY489955; dsRNA3: KY489956; dsRNA4: KY489957	Complete genome	Bipolaris maydis chrysovirus 1	BmCV1	NULL	2	202102895	fungi	dsRNA
Alphachrysovirus isariae	A	NULL	NULL	NULL	NULL	GXsk1011	dsRNA1: MK279433; dsRNA2: MK279434; dsRNA3: MK279435; dsRNA4: MK279436	Complete genome	Beauveria bassiana chrysovirus 1	BbCV1	NULL	2	202106300	fungi	dsRNA
Alphachrysovirus penicillii	A	NULL	NULL	NULL	NULL	MUT2146	dsRNA1: MG887760; dsRNA2: MG887761; dsRNA3: MG887762; dsRNA4: MH271211	Complete genome	Penicillium roseopurpureum chrysovirus 1	PrpCV1	NULL	2	202102897	fungi	dsRNA
Alphachrysovirus penicillii	A	NULL	NULL	NULL	NULL	HSPi-YN1	dsRNA1: MK214380; dsRNA2: MK214381; dsRNA3: MK214382; dsRNA4: MK214383	Complete genome	Penicillium italicum chrysovirus	PiCV1	NULL	3	202102897	fungi	dsRNA
Alphachrysovirus penicillii	A	NULL	NULL	NULL	NULL	ATCC10490	dsRNA1: MK279429; dsRNA2: MK279430; dsRNA3: MK279431; dsRNA4: MK279432	Complete genome	Penicillium raistrickii chrysovirus 1	PrCV1	NULL	4	202102897	fungi	dsRNA
Alphachrysovirus shuangaoense	A	NULL	NULL	NULL	NULL	mos191gb77171	dsRNA1: MF176309; dsRNA2: MF176310; dsRNA3: MF176311; dsRNA4: MF176312	Complete genome	Hubei chryso-like virus	HCLV	NULL	2	202106304	invertebrates (S)	dsRNA
Betachrysovirus foxyspori	A	NULL	NULL	NULL	NULL	FZ04	dsRNA1: MN295964; dsRNA2: MN295965; dsRNA3: MN295966; dsRNA4: MN295967	Complete genome	Fusarium sacchari chrysovirus 1	FsCV1	NULL	2	202106309	fungi	dsRNA
Betachrysovirus fugramineari	A	NULL	NULL	NULL	NULL	China 9	dsRNA1: HQ228213; dsRNA2: HQ228214; dsRNA3: HQ228215; dsRNA4: HQ228216; dsRNA5: HQ228217	Complete genome	Fusarium graminearum mycovirus China 9	FgV-China 9	NULL	2	202106308	fungi	dsRNA
Betachrysovirus magnaporthis	A	NULL	NULL	NULL	NULL	Viet Nam	dsRNA1: AB824667; dsRNA2: AB824668; dsRNA3: AB824669; dsRNA4: AB824670; dsRNA5: AB824671	Complete genome	Magnaporthe oryzae chrysovirus 1-B	MoCV1-B	NULL	2	202106310	fungi	dsRNA
Rosellinia necatrix quadrivirus 1	A	NULL	NULL	NULL	NULL	W1118	RNA1: AB744677; RNA2: AB744678; RNA3: AB744679; RNA4: AB744680	Complete genome	Rosellinia necatrix quadrivirus 1	RnQV1	NULL	2	202104870	fungi	dsRNA
Rosellinia necatrix quadrivirus 1	A	NULL	NULL	NULL	NULL	W726	RNA3: AB771723	Partial genome	Rosellinia necatrix quadrivirus 1	RnQV1	NULL	3	202104870	fungi	dsRNA
Agatevirus Bp8pC	A	NULL	NULL	NULL	NULL		KJ010548	Complete genome	Bacillus phage Bp8p-T		NULL	2	202100369	bacteria	dsDNA
Bequatrovirus B4	A	NULL	NULL	NULL	NULL		JN797796	Complete genome	Bacillus phage B5S		NULL	2	202100386	bacteria	dsDNA
Tsarbombavirus BCP78	A	NULL	NULL	NULL	NULL		JN797798	Complete genome	Bacillus phage BCU4		NULL	2	202100270	bacteria	dsDNA
